Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.34552
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.65673
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.0901
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.6217
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.47897
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,1.81461
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,2.025
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,2.32682
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,3.83681
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,3.72365
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,3.65407
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.38992
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,5.02225
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,5.35716
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.43059
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.57415
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.50393
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,5.34957
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.28469
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.09448
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.74717
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,5.08907
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.54387
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,5.11262
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali,4.9641
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Uljni škriljci i katranski pijesak,0.0
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.14182
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.07056
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.06544
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.02153
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.04888
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.03877
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.00478
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.00345
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.02823
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.24947
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.29875
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.31711
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.27906
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.28708
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.26823
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.26711
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.26903
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.25212
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.20548
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nafta,0.2224
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00274
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00197
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00322
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00336
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00366
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00408
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00254
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00181
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00266
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00231
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00198
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00191
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00187
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00222
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00204
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00228
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00244
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00226
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00227
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Divlji ulov i žetva,0.00238
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.65667
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.57781
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.64883
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.61147
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.40058
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.41824
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.4701
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.37452
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.40091
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.31328
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.36399
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.3639
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.33007
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.3129
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.27981
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.36346
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.39508
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.33572
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.42488
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Drvo,0.5345
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.34264
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.37515
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.39355
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.7437
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.75642
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.80228
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.92443
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.78866
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.93665
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.83228
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.71768
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.80025
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.86814
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.60802
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.47481
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.6394
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.7691
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.49835
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.63609
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Bez podjele,2.59401
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.89243
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.92704
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.89556
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.72959
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.84266
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.80428
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.78673
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.64475
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.67873
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.67073
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.63292
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.62135
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.56087
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.61546
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.56479
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.59042
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.66099
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.54057
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.63134
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Biomasa,0.63195
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.6931
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.68566
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.67705
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.70655
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.68958
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.71423
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.73981
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.68669
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.74767
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.80567
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.7834
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.88512
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.84005
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.80874
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.80428
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.81386
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.88108
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.88435
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.88396
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ugalj,0.90812
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.1198
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.14925
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.16285
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.09648
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.16207
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.1493
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.14016
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.09801
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.12783
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.13189
2010,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.10663
2011,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.10542
2012,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.08407
2013,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.11155
2014,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.09913
2015,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.10066
2016,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.14151
2017,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.09524
2018,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.13961
2019,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Ostaci usjeva,0.13637
2000,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.29152
2001,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.34461
2002,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.30878
2003,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.22224
2004,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.34537
2005,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.32442
2006,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.2973
2007,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.25514
2008,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.27128
2009,"Potrošnja domaćih materijala, po jedinici BDP-a, prema vrsti sirovine (kilogrami po konstanti 2015 američkih dolara)",Kilogrami po konstanti američkog dolara,Usjevi,0.27281
