Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2021,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Oružje,11.76048
2005,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2010,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2015,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2016,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2017,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2018,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2019,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2020,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2021,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Odjeća,15.0
2005,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,6.0594
2010,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,5.6095
2015,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,5.9615
2016,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,5.7965
2017,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,6.0263
2018,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,6.027
2019,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,5.641
2020,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,6.3567
2021,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,5.8073
2005,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2010,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2015,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2016,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2017,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2018,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2019,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2020,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2021,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2005,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,10.1987
2010,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.5043
2015,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.2258
2016,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.217
2017,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.2486
2018,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.2486
2019,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.5292
2020,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.5745
2021,"Svjetski ponderisani tarifni prosjek, status najpovlašćenije države, prema vrsti proizvoda (%)",PT,Tekstil,9.6882
2005,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,6.0797
2010,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,3.4821
2015,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,2.1827
2016,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,2.1422
2017,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,2.3214
2018,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,2.4105
2019,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,2.2068
2020,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,2.1796
2021,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Poljoprivredni proizvodi,2.2691
2005,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,2.3314
2010,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.7838
2015,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.323
2016,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.3079
2017,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.3212
2018,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.3784
2019,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.4047
2020,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.4634
2021,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,_T,1.7175
2005,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Oružje,4.9468
2019,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Oružje,0.6097
2020,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Oružje,1.7941
2021,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Oružje,2.0527
2005,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,6.7385
2010,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,7.945
2015,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,6.9181
2016,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,6.9181
2017,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,7.0286
2018,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,7.0286
2019,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,6.4306
2020,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,5.9718
2021,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Odjeća,7.0816
2005,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,1.4504
2010,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,1.2943
2015,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,0.9845
2016,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,0.9755
2017,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,0.9357
2018,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,0.9357
2019,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,1.0344
2020,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,1.0781
2021,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Industrijski proizvodi,1.3546
2005,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2010,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2015,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2016,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2017,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2018,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2019,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2020,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2021,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Nafta ili ulje,0.0
2005,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,2.4615
2010,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,2.5779
2015,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,1.7332
2016,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,1.7074
2017,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,1.7783
2018,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,1.7783
2019,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,2.0361
2020,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,2.2915
2021,"Svjetski ponderisani tarifni prosjek, preferencijalni status, prema vrsti proizvoda (%)",PT,Tekstil,2.9717
