Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor,80.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Odgovor,32.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Odgovor,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Odgovor,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Odgovor,60.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Odgovor,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Odgovor,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Spremnost,33.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Spremnost,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Spremnost,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Spremnost,45.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Spremnost,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Spremnost,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,20.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,57.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,0.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,20.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,43.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,49.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,26.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,0.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji,76.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji,67.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,100.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,100.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,7.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,38.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,
2010,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,0.0
2011,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,
2014,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,
2015,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,69.0
2016,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,
2017,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zakonodavstvo i finansiranje,60.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zakonodavstvo i finansiranje,60.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Koordinacija Međunarodnih zdravstvenih propisa (IHR) i nacionalne funkcije kontakt osoba za IHR,30.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Koordinacija Međunarodnih zdravstvenih propisa (IHR) i nacionalne funkcije kontakt osoba za IHR,40.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji i sučelje čovjeka i životinje,20.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotski događaji i sučelje čovjeka i životinje,20.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,80.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane,80.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,33.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija,47.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor,20.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor,30.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,20.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi,20.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nacionalni okvir za hitnu medicinsku pomoć,27.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nacionalni okvir za hitnu medicinsku pomoć,27.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Pružanje zdravstvene usluge,33.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Pružanje zdravstvene usluge,33.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,20.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku,20.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,0.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Tačke ulaska,0.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,20.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji,40.0
2018,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,60.0
2019,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Vanredne situacije u vezi sa zračenjem,40.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,"Politički, pravni i normativni instrumenti za implementaciju IHR-a (2021)",30.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,"Politički, pravni i normativni instrumenti za implementaciju IHR-a (2021)",30.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,"Politički, pravni i normativni instrumenti za implementaciju IHR-a (2021)",30.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,"Koordinacija IHR-a, funkcije nacionalne kontakt tačke za IHR i zastupanje (2021)",47.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,"Koordinacija IHR-a, funkcije nacionalne kontakt tačke za IHR i zastupanje (2021)",40.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,"Koordinacija IHR-a, funkcije nacionalne kontakt tačke za IHR i zastupanje (2021)",33.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Finansiranje (2021),70.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Finansiranje (2021),50.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Finansiranje (2021),50.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija (2021),44.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija (2021),44.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Laboratorija (2021),48.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor (2021),40.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor (2021),40.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Nadzor (2021),40.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi (2021),20.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi (2021),20.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ljudski resursi (2021),20.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Upravljanje hitnim zdravstvenim situacijama (2021),60.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Upravljanje hitnim zdravstvenim situacijama (2021),60.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Upravljanje hitnim zdravstvenim situacijama (2021),60.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Pružanje zdravstvenih usluga (2021),53.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Pružanje zdravstvenih usluga (2021),53.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Pružanje zdravstvenih usluga (2021),20.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Prevencija i kontrola infekcija (IPC) (2021),27.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Prevencija i kontrola infekcija (IPC) (2021),27.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Prevencija i kontrola infekcija (IPC) (2021),27.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku i angažman zajednice (RCCE) (2021),33.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku i angažman zajednice (RCCE) (2021),33.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Komunikacija o riziku i angažman zajednice (RCCE) (2021),33.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ulazne tačke (PoE) i zdravlje granica (2021),7.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ulazne tačke (PoE) i zdravlje granica (2021),7.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Ulazne tačke (PoE) i zdravlje granica (2021),7.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotske bolesti (2021),20.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Zoonotske bolesti (2021),20.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane (2021),40.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane (2021),40.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Sigurnost hrane (2021),40.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji (2021),40.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji (2021),40.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hemijski događaji (2021),40.0
2021,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hitni slučajevi radijacije (2021),40.0
2022,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hitni slučajevi radijacije (2021),40.0
2023,"Kapacitet Međunarodnih zdravstvenih propisa (IHR), prema vrsti IHR kapaciteta (%)",Procenat,Hitni slučajevi radijacije (2021),40.0
