Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2003,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,29.9
2004,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,29.7
2005,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,29.4
2006,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,29.2
2007,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,28.9
2008,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,28.6
2009,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,28.3
2010,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,28.0
2011,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.8
2012,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.6
2013,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.5
2014,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.4
2015,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.3
2016,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.2
2017,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.2
2018,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.2
2019,"Udio žena u dobi od 15-49 godina s anemijom, trudnica (%)",PT,15 do 49 godina,Žene,27.2
