Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2020,Broj usoba u umjerenoj ili ozbiljnoj nesigurnosti hrane (na hiljadu ljudi),Hiljade,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,417.0
2021,Broj usoba u umjerenoj ili ozbiljnoj nesigurnosti hrane (na hiljadu ljudi),Hiljade,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,440.1
2015,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Žene,20.4
2016,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Žene,20.2
2017,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Žene,14.7
2018,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Žene,17.1
2019,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Žene,30.1
2015,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Muškarci,24.5
2016,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Muškarci,29.4
2017,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Muškarci,21.2
2018,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Muškarci,21.4
2019,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,15 godina i više,Muškarci,28.0
2021,Broj osoba u ozbiljnoj nesigurnosti u pogledu hrane (na hiljadu ljudi),Hiljade,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,103.1
