Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Žene,
2000,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 24 godine,Muškarci,
2000,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Oba spola ili bez podjele po spolu,
2000,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Žene,
2000,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,15 do 49 godina,Muškarci,
2000,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2000,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Žene,
2000,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2001,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2002,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2003,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2004,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2005,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2006,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2007,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2008,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2009,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2010,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2011,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2012,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2013,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2014,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2015,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2016,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2017,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2018,SH_HIV_INCD,Na 1 000 nezaraženog stanovništva,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
