Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2000,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.04964
2005,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.04936
2010,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.04928
2015,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.05426
2016,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.05
2017,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.057
2018,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.0637
2019,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.063
2020,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.06207
2021,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.0632
2022,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Bank for Reconstruction and Development,0.0634
2000,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0362
2005,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0361
2010,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.036
2015,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0531
2016,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0531
2017,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0531
2018,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.053
2019,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0525
2020,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0528
2021,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0568
2022,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Finance Corporation,0.0607
2000,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0907
2005,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0892
2010,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0877
2015,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0964
2016,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.063
2017,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0818
2018,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0818
2019,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.08182
2020,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0818
2021,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0816
2022,"Proportion of voting rights of developing countries in international organizations, by organization",PT,International Monetary Fund,0.0822
2000,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5291
2005,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5236
2010,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5208
2015,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2016,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2017,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2018,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2019,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2020,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2021,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2022,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN General Assembly,0.5181
2010,"Proportion of voting rights of developing countries in international organizations, by organization",PT,UN Security Council,6.6667
