Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2014,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,1.32
2015,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.91
2016,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.92
2017,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.81
2018,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.9
2019,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.98
2020,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.8
2021,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.75
2022,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.56
2023,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.69
2024,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,256 kbit/s to less than 2 Mbit/s,0.65
2010,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,3.12
2011,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,6.03
2012,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,8.13
2013,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,8.16
2014,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,11.26
2015,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,13.65
2016,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,12.53
2017,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,9.9
2018,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,10.22
2019,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,9.33
2020,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,8.76
2021,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,8.89
2022,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,9.28
2023,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,3.98
2024,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,2 Mbit/s to less than 10 Mbit/s,3.22
2000,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,0.00065
2001,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,0.00162
2002,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,0.01
2003,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,0.04
2004,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,0.16
2005,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,0.33
2006,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,0.98
2007,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,2.11
2008,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,4.77
2009,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,7.53
2010,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,10.26
2011,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,11.5
2012,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,12.79
2013,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,14.29
2014,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,15.22
2015,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,18.05
2016,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,19.07
2017,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,20.43
2018,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,21.15
2019,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,22.3
2020,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,23.35
2021,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,24.59
2022,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,27.32
2023,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,28.44
2024,"Fixed broadband subscriptions, by speed (per 100 inhabitants)",Per 100 population,Any speed,29.39
2010,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,5000.0
2011,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,7298.0
2012,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,8054.0
2013,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,71925.0
2014,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,93970.0
2015,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,122666.0
2016,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,195585.0
2017,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,333455.0
2018,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,339725.0
2019,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,400988.0
2020,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,455071.0
2021,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,485276.0
2022,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,560183.0
2023,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,756994.0
2024,"Number of fixed broadband subscriptions, by speed (number)",Number,10 Mbit/s or above,807596.0
2010,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,267092.0
2011,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,131531.0
2012,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,100404.0
2013,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,83870.0
2014,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,47212.0
2015,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,32114.0
2016,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,31839.0
2017,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,27612.0
2018,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,30381.0
2019,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,32654.0
2020,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,26361.0
2021,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,24240.0
2022,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,18007.0
2023,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,21951.0
2024,"Number of fixed broadband subscriptions, by speed (number)",Number,256 kbit/s to less than 2 Mbit/s,20509.0
2010,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,118810.0
2011,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,225685.0
2012,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,298318.0
2013,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,294484.0
2014,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,401223.0
2015,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,480208.0
2016,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,435044.0
2017,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,339280.0
2018,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,346260.0
2019,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,312245.0
2020,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,288992.0
2021,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,288377.0
2022,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,297331.0
2023,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,126894.0
2024,"Number of fixed broadband subscriptions, by speed (number)",Number,2 Mbit/s to less than 10 Mbit/s,101898.0
2000,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,27.0
2001,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,68.0
2002,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,213.0
2003,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,1500.0
2004,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,6637.0
2005,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,13702.0
2006,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,40000.0
2007,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,84691.0
2008,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,188460.0
2009,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,292113.0
2010,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,390902.0
2011,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,430247.0
2012,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,469397.0
2013,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,516104.0
2014,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,542405.0
2015,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,634987.0
2016,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,662468.0
2017,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,700347.0
2018,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,716366.0
2019,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,745887.0
2020,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,770424.0
2021,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,797893.0
2022,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,875521.0
2023,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,905839.0
2024,"Number of fixed broadband subscriptions, by speed (number)",Number,Any speed,875521.0
