Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2017,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Chemical events,
2010,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radionuclear emergencies,0.0
2011,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radionuclear emergencies,
2014,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radionuclear emergencies,
2015,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radionuclear emergencies,69.0
2016,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radionuclear emergencies,
2017,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radionuclear emergencies,
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Legislation and Financing,60.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Legislation and Financing,60.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,IHR Coordination and National IHR Focal Point Functions,30.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,IHR Coordination and National IHR Focal Point Functions,40.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Zoonotic events and the human–animal interface,20.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Zoonotic events and the human–animal interface,20.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Food safety,80.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Food safety,80.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Laboratory,33.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Laboratory,47.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Surveillance,20.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Surveillance,30.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Human resources,20.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Human resources,20.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,National Health Emergency Framework,27.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,National Health Emergency Framework,27.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health Service Provision,33.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health Service Provision,33.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Risk Communication,20.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Risk Communication,20.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Points of entry,0.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Points of entry,0.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Chemical events,20.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Chemical events,40.0
2018,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radiation emergencies,60.0
2019,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radiation emergencies,40.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,"Policy, Legal and normative Instruments to implement IHR (2021)",30.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,"Policy, Legal and normative Instruments to implement IHR (2021)",30.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,"Policy, Legal and normative Instruments to implement IHR (2021)",30.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,"IHR Coordination, National IHR Focal Point functions, and advocacy (2021)",47.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,"IHR Coordination, National IHR Focal Point functions, and advocacy (2021)",40.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,"IHR Coordination, National IHR Focal Point functions, and advocacy (2021)",33.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Financing (2021),70.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Financing (2021),50.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Financing (2021),50.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Laboratory (2021),44.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Laboratory (2021),44.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Laboratory (2021),48.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Surveillance (2021),40.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Surveillance (2021),40.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Surveillance (2021),40.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Human resources (2021),20.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Human resources (2021),20.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Human resources (2021),20.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health emergency management (2021),60.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health emergency management (2021),60.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health emergency management (2021),60.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health services provision (2021),53.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health services provision (2021),53.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Health services provision (2021),20.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Infection prevention and control (IPC) (2021),27.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Infection prevention and control (IPC) (2021),27.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Infection prevention and control (IPC) (2021),27.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Risk communication and community engagement (RCCE) (2021),33.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Risk communication and community engagement (RCCE) (2021),33.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Risk communication and community engagement (RCCE) (2021),33.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Points of entry (PoEs) and border health(2021),7.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Points of entry (PoEs) and border health(2021),7.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Points of entry (PoEs) and border health(2021),7.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Zoonotic diseases (2021),20.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Zoonotic diseases (2021),20.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Food safety (2021),40.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Food safety (2021),40.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Food safety (2021),40.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Chemical events (2021),40.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Chemical events (2021),40.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Chemical events (2021),40.0
2021,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radiation emergencies (2021),40.0
2022,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radiation emergencies (2021),40.0
2023,"International Health Regulations (IHR) capacity, by type of IHR capacity",Percent,Radiation emergencies (2021),40.0
