Year,SERIES,UNIT_MEASURE,AGE,Sex,Value
2017,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Female,
2018,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Female,
2000,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2001,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2002,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2003,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2004,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2005,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2006,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2007,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2008,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2009,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2010,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2011,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2012,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2013,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2014,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2015,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2016,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2017,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2018,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",Y15T49,Male,
2000,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2001,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2002,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2003,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2004,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2005,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2006,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2007,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2008,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2009,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2010,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2011,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2012,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2013,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2014,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2015,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2016,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2017,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2018,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Both sexes or no breakdown by sex,
2000,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2001,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2002,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2003,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2004,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2005,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2006,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2007,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2008,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2009,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2010,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2011,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2012,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2013,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2014,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2015,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2016,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2017,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2018,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Female,
2000,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2001,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2002,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2003,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2004,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2005,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2006,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2007,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2008,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2009,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2010,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2011,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2012,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2013,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2014,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2015,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2016,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2017,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
2018,"Number of new HIV infections per 1,000 uninfected population","Per 1,000 uninfected population",_T,Male,
