Year,SERIES,UNIT_MEASURE,Value
2012,Regulatory capital to assets (%),PT,10.93375
2013,Regulatory capital to assets (%),PT,11.53761
2014,Regulatory capital to assets (%),PT,10.66636
2015,Regulatory capital to assets (%),PT,10.07751
2016,Regulatory capital to assets (%),PT,10.86116
2017,Regulatory capital to assets (%),PT,10.67599
2018,Regulatory capital to assets (%),PT,10.43046
2019,Regulatory capital to assets (%),PT,10.78633
2020,Regulatory capital to assets (%),PT,10.47051
2003,Return on assets (%),PT,0.44729
2004,Return on assets (%),PT,0.68858
2005,Return on assets (%),PT,0.69402
2006,Return on assets (%),PT,0.86978
2007,Return on assets (%),PT,0.83502
2008,Return on assets (%),PT,0.52437
2009,Return on assets (%),PT,0.14323
2010,Return on assets (%),PT,-0.50973
2011,Return on assets (%),PT,0.77874
2012,Return on assets (%),PT,0.71634
2013,Return on assets (%),PT,-0.06861
2014,Return on assets (%),PT,0.77246
2015,Return on assets (%),PT,0.29679
2016,Return on assets (%),PT,1.05432
2017,Return on assets (%),PT,1.44967
2018,Return on assets (%),PT,1.29306
2019,Return on assets (%),PT,1.35167
2020,Return on assets (%),PT,0.74568
