Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2005,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.55249
2010,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.54945
2015,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.53191
2016,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.53191
2017,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.5291
2018,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.5291
2019,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.5291
2020,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.5291
2000,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5291
2005,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.52356
2010,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.52083
2015,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.51813
2016,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.51813
2017,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.51813
2018,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.51813
2019,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.51813
2020,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.51813
2010,"Удио чланова земаља у развоју у међународним организацијама, према организацији",Проценат,Савјет безбједности УН-а,6.66667
2000,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.04964
2005,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.04936
2010,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.04928
2015,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.05426
2016,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.05
2017,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.057
2018,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.0637
2019,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.063
2020,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна банка за обнову и развој,0.06207
2000,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.0362
2005,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.0361
2010,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.036
2015,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.0531
2016,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.0531
2017,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.0531
2018,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.053
2019,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.0525
2020,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународна финансијска корпорација,0.0528
2000,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.0907
2005,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.0892
2010,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.0877
2015,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.0964
2016,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.063
2017,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.0818
2018,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.0818
2019,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.08182
2020,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Међународни монетарни фонд,0.0818
2000,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5291
2005,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5236
2010,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5208
2015,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5181
2016,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5181
2017,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5181
2018,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5181
2019,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5181
2020,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Генерална скупштина УН-а,0.5181
2010,"Удио права гласа земаља у развоју у међународним организацијама, према организацији",Проценат,Савјет безбједности УН-а,6.6667
