Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,96.84
2011,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,67.42
2012,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,0.95
2013,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,97.38
2014,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,164.58
2015,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,6.52
2016,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,3.72
2017,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,83.19
2018,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,1.34
2019,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,20.76
2020,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,3.72
2021,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сви обновљиви извори енергије,0.44
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Биоенергија,0.0
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Геотермална енергија,0.0
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Хидроенергија,0.0
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Морска енергија,0.0
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Вишеструки обновљиви извори енергије,0.0
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Сунчева енергија,0.0
2000,"Међународни финансијски токови према земљама у развоју као подршка истраживању и развоју чисте енергије и производњи обновљиве енергије, укључујући хибридне системе (милиони константних америчких долара 2020.)", CON_USD_M,Енергија вјетра,0.0
