Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2015,SH_IHR_CAPS,Проценат,Зоонотски догађаји,67
2016,SH_IHR_CAPS,Проценат,Зоонотски догађаји,44
2017,SH_IHR_CAPS,Проценат,Зоонотски догађаји,44
2010,SH_IHR_CAPS,Проценат,Сигурност хране,100
2011,SH_IHR_CAPS,Проценат,Сигурност хране,75
2014,SH_IHR_CAPS,Проценат,Сигурност хране,100
2015,SH_IHR_CAPS,Проценат,Сигурност хране,100
2016,SH_IHR_CAPS,Проценат,Сигурност хране,100
2017,SH_IHR_CAPS,Проценат,Сигурност хране,93
2010,SH_IHR_CAPS,Проценат,Хемијски догађаји,7
2011,SH_IHR_CAPS,Проценат,Хемијски догађаји,8
2014,SH_IHR_CAPS,Проценат,Хемијски догађаји,38
2015,SH_IHR_CAPS,Проценат,Хемијски догађаји,38
2016,SH_IHR_CAPS,Проценат,Хемијски догађаји,46
2017,SH_IHR_CAPS,Проценат,Хемијски догађаји,54
2010,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем,0
2011,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем,25
2014,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем,54
2015,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем,69
2016,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем,62
2017,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем,69
2018,SH_IHR_CAPS,Проценат,Законодавство и финансирање,60
2019,SH_IHR_CAPS,Проценат,Законодавство и финансирање,60
2018,SH_IHR_CAPS,Проценат,Координација Међународних здравствених прописа (IHR) и националне функције контакт лица за IHR,30
2019,SH_IHR_CAPS,Проценат,Координација Међународних здравствених прописа (IHR) и националне функције контакт лица за IHR,40
2018,SH_IHR_CAPS,Проценат,Зоонотски догађаји и сучеље човјека и животиње,20
2019,SH_IHR_CAPS,Проценат,Зоонотски догађаји и сучеље човјека и животиње,20
2018,SH_IHR_CAPS,Проценат,Сигурност хране,80
2019,SH_IHR_CAPS,Проценат,Сигурност хране,80
2018,SH_IHR_CAPS,Проценат,Лабораторија,33
2019,SH_IHR_CAPS,Проценат,Лабораторија,47
2018,SH_IHR_CAPS,Проценат,Надзор,20
2019,SH_IHR_CAPS,Проценат,Надзор,30
2018,SH_IHR_CAPS,Проценат,Људски ресурси,20
2019,SH_IHR_CAPS,Проценат,Људски ресурси,20
2018,SH_IHR_CAPS,Проценат,Национални оквир за хитну медицинску помоћ,27
2019,SH_IHR_CAPS,Проценат,Национални оквир за хитну медицинску помоћ,27
2018,SH_IHR_CAPS,Проценат,Пружање здравствене услуге,33
2019,SH_IHR_CAPS,Проценат,Пружање здравствене услуге,33
2018,SH_IHR_CAPS,Проценат,Комуникација о ризику,20
2019,SH_IHR_CAPS,Проценат,Комуникација о ризику,20
2018,SH_IHR_CAPS,Проценат,Тачке уласка,0
2019,SH_IHR_CAPS,Проценат,Тачке уласка,0
2018,SH_IHR_CAPS,Проценат,Хемијски догађаји,20
2019,SH_IHR_CAPS,Проценат,Хемијски догађаји,40
2018,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем_,60
2019,SH_IHR_CAPS,Проценат,Ванредне ситуације у вези са зрачењем_,40
