Year,SERIES,UNIT_MEASURE,PRODUCT,Value
2016,EN_MAT_DOMCMPC,TONNES,GAS,0.072
2017,EN_MAT_DOMCMPC,TONNES,GAS,0.075
2018,EN_MAT_DOMCMPC,TONNES,GAS,0.075
2019,EN_MAT_DOMCMPC,TONNES,GAS,0.075
2015,EN_MAT_DOMCMPC,TONNES,GBO,0.535
2016,EN_MAT_DOMCMPC,TONNES,GBO,0.558
2017,EN_MAT_DOMCMPC,TONNES,GBO,0.55
2018,EN_MAT_DOMCMPC,TONNES,GBO,0.544
2019,EN_MAT_DOMCMPC,TONNES,GBO,0.537
2015,EN_MAT_DOMCMPC,TONNES,MEO,0.835
2016,EN_MAT_DOMCMPC,TONNES,MEO,0.75
2017,EN_MAT_DOMCMPC,TONNES,MEO,0.724
2018,EN_MAT_DOMCMPC,TONNES,MEO,0.716
2019,EN_MAT_DOMCMPC,TONNES,MEO,0.845
2015,EN_MAT_DOMCMPC,TONNES,NFO,0.273
2016,EN_MAT_DOMCMPC,TONNES,NFO,0.274
2017,EN_MAT_DOMCMPC,TONNES,NFO,0.274
2018,EN_MAT_DOMCMPC,TONNES,NFO,0.323
2019,EN_MAT_DOMCMPC,TONNES,NFO,0.43
2015,EN_MAT_DOMCMPC,TONNES,NMA,0.24646
2016,EN_MAT_DOMCMPC,TONNES,NMA,0.29274
2017,EN_MAT_DOMCMPC,TONNES,NMA,0.31248
2018,EN_MAT_DOMCMPC,TONNES,NMA,0.32526
2019,EN_MAT_DOMCMPC,TONNES,NMA,0.34144
2020,EN_MAT_DOMCMPC,TONNES,NMA,0.30257
2021,EN_MAT_DOMCMPC,TONNES,NMA,0.2985
2015,EN_MAT_DOMCMPC,TONNES,NMC,2.48356
2016,EN_MAT_DOMCMPC,TONNES,NMC,2.91732
2017,EN_MAT_DOMCMPC,TONNES,NMC,2.40635
2018,EN_MAT_DOMCMPC,TONNES,NMC,2.4336
2019,EN_MAT_DOMCMPC,TONNES,NMC,2.7797
2020,EN_MAT_DOMCMPC,TONNES,NMC,3.13139
2021,EN_MAT_DOMCMPC,TONNES,NMC,3.48278
2015,EN_MAT_DOMCMPC,TONNES,NMM,2.714
2016,EN_MAT_DOMCMPC,TONNES,NMM,3.286
2017,EN_MAT_DOMCMPC,TONNES,NMM,2.754
2018,EN_MAT_DOMCMPC,TONNES,NMM,2.742
2019,EN_MAT_DOMCMPC,TONNES,NMM,2.941
2015,EN_MAT_DOMCMPC,TONNES,ONT,0
2016,EN_MAT_DOMCMPC,TONNES,ONT,0
2017,EN_MAT_DOMCMPC,TONNES,ONT,0
2018,EN_MAT_DOMCMPC,TONNES,ONT,0
2019,EN_MAT_DOMCMPC,TONNES,ONT,0
2015,EN_MAT_DOMCMPC,TONNES,PET,0.49921
2016,EN_MAT_DOMCMPC,TONNES,PET,0.56131
2017,EN_MAT_DOMCMPC,TONNES,PET,0.55542
2018,EN_MAT_DOMCMPC,TONNES,PET,0.53535
2019,EN_MAT_DOMCMPC,TONNES,PET,0.50069
2020,EN_MAT_DOMCMPC,TONNES,PET,0.48052
2021,EN_MAT_DOMCMPC,TONNES,PET,0.52817
2015,EN_MAT_DOMCMPC,TONNES,WCH,0.002
2016,EN_MAT_DOMCMPC,TONNES,WCH,0.003
2017,EN_MAT_DOMCMPC,TONNES,WCH,0.003
2018,EN_MAT_DOMCMPC,TONNES,WCH,0.003
2019,EN_MAT_DOMCMPC,TONNES,WCH,0.003
2015,EN_MAT_DOMCMPC,TONNES,WOD,0.501
2016,EN_MAT_DOMCMPC,TONNES,WOD,0.526
2017,EN_MAT_DOMCMPC,TONNES,WOD,0.479
2018,EN_MAT_DOMCMPC,TONNES,WOD,0.55
2019,EN_MAT_DOMCMPC,TONNES,WOD,0.613
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,2.20886
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,2.37127
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,2.13123
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,2.16067
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,2.10285
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,2.18623
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.96233
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.53413
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.59668
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.49103
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.56873
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.55065
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.58389
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.45577
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,COL,0.80169
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,COL,0.86324
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,COL,0.87603
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,COL,0.87616
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,COL,0.79656
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,COL,0.81251
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,COL,0.73197
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,CPR,0.06876
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,CPR,0.09771
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,CPR,0.0643
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,CPR,0.09707
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,CPR,0.09059
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,CPR,0.1091
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,CPR,0.07081
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,CRO,0.20085
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,CRO,0.23515
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,CRO,0.18356
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,CRO,0.22476
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,CRO,0.20695
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,CRO,0.23661
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,CRO,0.17434
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,FEO,0.11428
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,FEO,0.08843
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,FEO,0.08056
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,FEO,0.06736
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,FEO,0.07133
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,FEO,0.07048
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,FEO,0.06982
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.90285
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.96993
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.97877
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.96075
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.87801
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.89549
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.81161
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,GAS,0.01403
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,GAS,0.01498
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,GAS,0.01497
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,GAS,0.01452
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,GAS,0.01411
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,GAS,0.01223
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,GAS,0.01383
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,GBO,0.11971
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,GBO,0.1157
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,GBO,0.11033
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,GBO,0.10467
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,GBO,0.10041
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,GBO,0.08746
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,GBO,0.08062
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.1868
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.15567
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.14511
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.13795
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.15796
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.11771
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.11627
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,NFO,0.06108
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,NFO,0.05685
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,NFO,0.05494
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,NFO,0.06221
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,NFO,0.08037
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,NFO,0.04419
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,NFO,0.04395
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMA,0.05295
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMA,0.06017
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMA,0.06148
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMA,0.06091
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMA,0.06143
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMA,0.05542
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMA,0.05019
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMC,0.53357
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMC,0.59961
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMC,0.47341
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMC,0.45577
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMC,0.50012
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMC,0.5736
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMC,0.58556
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.60722
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.68162
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.55211
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.52796
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.54985
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.61845
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.60936
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,ONT,0
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,ONT,0
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,ONT,0
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,ONT,0
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,ONT,0
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,ONT,0
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,ONT,0
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,PET,0.10725
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,PET,0.11537
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,PET,0.10927
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,PET,0.10026
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,PET,0.09008
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,PET,0.08802
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,PET,0.0888
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,WCH,0.00054
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,WCH,0.00059
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,WCH,0.00053
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,WCH,0.00055
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,WCH,0.00065
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,WCH,0.00051
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,WCH,0.00046
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,WOD,0.11213
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,WOD,0.10913
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,WOD,0.09603
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,WOD,0.10592
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,WOD,0.11463
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,WOD,0.11783
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,WOD,0.09722
2015,EN_MAT_DOMCMPT,TONNES,ALP,36234980
2016,EN_MAT_DOMCMPT,TONNES,ALP,40160274
2017,EN_MAT_DOMCMPT,TONNES,ALP,37266027
2018,EN_MAT_DOMCMPT,TONNES,ALP,39227316
2019,EN_MAT_DOMCMPT,TONNES,ALP,39279289
2020,EN_MAT_DOMCMPT,TONNES,ALP,39605525
2021,EN_MAT_DOMCMPT,TONNES,ALP,38177091
2015,EN_MAT_DOMCMPT,TONNES,BIM,8762125
2016,EN_MAT_DOMCMPT,TONNES,BIM,10105493
2017,EN_MAT_DOMCMPT,TONNES,BIM,8586029
2018,EN_MAT_DOMCMPT,TONNES,BIM,10325319
2019,EN_MAT_DOMCMPT,TONNES,BIM,10285656
2020,EN_MAT_DOMCMPT,TONNES,BIM,10577745
2021,EN_MAT_DOMCMPT,TONNES,BIM,8866925
2015,EN_MAT_DOMCMPT,TONNES,FOF,14810639
2016,EN_MAT_DOMCMPT,TONNES,FOF,16426875
2017,EN_MAT_DOMCMPT,TONNES,FOF,17114446
2018,EN_MAT_DOMCMPT,TONNES,FOF,17442547
2019,EN_MAT_DOMCMPT,TONNES,FOF,16400470
2020,EN_MAT_DOMCMPT,TONNES,FOF,16222610
2021,EN_MAT_DOMCMPT,TONNES,FOF,15789864
2015,EN_MAT_DOMCMPT,TONNES,MEO,3064341
2016,EN_MAT_DOMCMPT,TONNES,MEO,2636392
2017,EN_MAT_DOMCMPT,TONNES,MEO,2537296
2018,EN_MAT_DOMCMPT,TONNES,MEO,2504448
2019,EN_MAT_DOMCMPT,TONNES,MEO,2950555
2020,EN_MAT_DOMCMPT,TONNES,MEO,2132375
2021,EN_MAT_DOMCMPT,TONNES,MEO,2261955
2015,EN_MAT_DOMCMPT,TONNES,NMM,9961015
2016,EN_MAT_DOMCMPT,TONNES,NMM,11544016
2017,EN_MAT_DOMCMPT,TONNES,NMM,9653949
2018,EN_MAT_DOMCMPT,TONNES,NMM,9585274
2019,EN_MAT_DOMCMPT,TONNES,NMM,10270696
2020,EN_MAT_DOMCMPT,TONNES,NMM,11203837
2021,EN_MAT_DOMCMPT,TONNES,NMM,11855036
2015,EN_MAT_DOMCMPT,TONNES,COL,13151192
2016,EN_MAT_DOMCMPT,TONNES,COL,14619987
2017,EN_MAT_DOMCMPT,TONNES,COL,15318026
2018,EN_MAT_DOMCMPT,TONNES,COL,15906885
2019,EN_MAT_DOMCMPT,TONNES,COL,14879107
2020,EN_MAT_DOMCMPT,TONNES,COL,14719438
2021,EN_MAT_DOMCMPT,TONNES,COL,14240530
2015,EN_MAT_DOMCMPT,TONNES,CPR,1127903
2016,EN_MAT_DOMCMPT,TONNES,CPR,1654919
2017,EN_MAT_DOMCMPT,TONNES,CPR,1124274
2018,EN_MAT_DOMCMPT,TONNES,CPR,1762387
2019,EN_MAT_DOMCMPT,TONNES,CPR,1692072
2020,EN_MAT_DOMCMPT,TONNES,CPR,1976390
2021,EN_MAT_DOMCMPT,TONNES,CPR,1377602
2015,EN_MAT_DOMCMPT,TONNES,CRO,3294741
2016,EN_MAT_DOMCMPT,TONNES,CRO,3982517
2017,EN_MAT_DOMCMPT,TONNES,CRO,3209632
2018,EN_MAT_DOMCMPT,TONNES,CRO,4080556
2019,EN_MAT_DOMCMPT,TONNES,CRO,3865654
2020,EN_MAT_DOMCMPT,TONNES,CRO,4286359
2021,EN_MAT_DOMCMPT,TONNES,CRO,3391777
2015,EN_MAT_DOMCMPT,TONNES,FEO,1874641
2016,EN_MAT_DOMCMPT,TONNES,FEO,1497692
2017,EN_MAT_DOMCMPT,TONNES,FEO,1408674
2018,EN_MAT_DOMCMPT,TONNES,FEO,1222843
2019,EN_MAT_DOMCMPT,TONNES,FEO,1332408
2020,EN_MAT_DOMCMPT,TONNES,FEO,1276780
2021,EN_MAT_DOMCMPT,TONNES,FEO,1358374
2015,EN_MAT_DOMCMPT,TONNES,GAS,230150
2016,EN_MAT_DOMCMPT,TONNES,GAS,253636
2017,EN_MAT_DOMCMPT,TONNES,GAS,261754
2018,EN_MAT_DOMCMPT,TONNES,GAS,263663
2019,EN_MAT_DOMCMPT,TONNES,GAS,263622
2020,EN_MAT_DOMCMPT,TONNES,GAS,221606
2021,EN_MAT_DOMCMPT,TONNES,GAS,268993
2015,EN_MAT_DOMCMPT,TONNES,GBO,1963739
2016,EN_MAT_DOMCMPT,TONNES,GBO,1959499
2017,EN_MAT_DOMCMPT,TONNES,GBO,1929226
2018,EN_MAT_DOMCMPT,TONNES,GBO,1900307
2019,EN_MAT_DOMCMPT,TONNES,GBO,1875555
2020,EN_MAT_DOMCMPT,TONNES,GBO,1584500
2021,EN_MAT_DOMCMPT,TONNES,GBO,1568392
2015,EN_MAT_DOMCMPT,TONNES,NFO,1001933
2016,EN_MAT_DOMCMPT,TONNES,NFO,962818
2017,EN_MAT_DOMCMPT,TONNES,NFO,960634
2018,EN_MAT_DOMCMPT,TONNES,NFO,1129463
2019,EN_MAT_DOMCMPT,TONNES,NFO,1501237
2020,EN_MAT_DOMCMPT,TONNES,NFO,800498
2021,EN_MAT_DOMCMPT,TONNES,NFO,855069
2015,EN_MAT_DOMCMPT,TONNES,NMA,868611
2016,EN_MAT_DOMCMPT,TONNES,NMA,1019039
2017,EN_MAT_DOMCMPT,TONNES,NMA,1074950
2018,EN_MAT_DOMCMPT,TONNES,NMA,1105914
2019,EN_MAT_DOMCMPT,TONNES,NMA,1147482
2020,EN_MAT_DOMCMPT,TONNES,NMA,1004065
2021,EN_MAT_DOMCMPT,TONNES,NMA,976363
2015,EN_MAT_DOMCMPT,TONNES,NMC,8752863
2016,EN_MAT_DOMCMPT,TONNES,NMC,10155134
2017,EN_MAT_DOMCMPT,TONNES,NMC,8277915
2018,EN_MAT_DOMCMPT,TONNES,NMC,8274565
2019,EN_MAT_DOMCMPT,TONNES,NMC,9341782
2020,EN_MAT_DOMCMPT,TONNES,NMC,10391236
2021,EN_MAT_DOMCMPT,TONNES,NMC,11391978
2015,EN_MAT_DOMCMPT,TONNES,ONT,0
2016,EN_MAT_DOMCMPT,TONNES,ONT,0
2017,EN_MAT_DOMCMPT,TONNES,ONT,0
2018,EN_MAT_DOMCMPT,TONNES,ONT,0
2019,EN_MAT_DOMCMPT,TONNES,ONT,0
2020,EN_MAT_DOMCMPT,TONNES,ONT,-1
2021,EN_MAT_DOMCMPT,TONNES,ONT,0
2015,EN_MAT_DOMCMPT,TONNES,PET,1759363
2016,EN_MAT_DOMCMPT,TONNES,PET,1953908
2017,EN_MAT_DOMCMPT,TONNES,PET,1910661
2018,EN_MAT_DOMCMPT,TONNES,PET,1820276
2019,EN_MAT_DOMCMPT,TONNES,PET,1682665
2020,EN_MAT_DOMCMPT,TONNES,PET,1594564
2021,EN_MAT_DOMCMPT,TONNES,PET,1727616
2015,EN_MAT_DOMCMPT,TONNES,WCH,8893
2016,EN_MAT_DOMCMPT,TONNES,WCH,9964
2017,EN_MAT_DOMCMPT,TONNES,WCH,9270
2018,EN_MAT_DOMCMPT,TONNES,WCH,9965
2019,EN_MAT_DOMCMPT,TONNES,WCH,12099
2020,EN_MAT_DOMCMPT,TONNES,WCH,9169
2021,EN_MAT_DOMCMPT,TONNES,WCH,8966
2015,EN_MAT_DOMCMPT,TONNES,WOD,1839354
2016,EN_MAT_DOMCMPT,TONNES,WOD,1848219
2017,EN_MAT_DOMCMPT,TONNES,WOD,1679193
2018,EN_MAT_DOMCMPT,TONNES,WOD,1923073
2019,EN_MAT_DOMCMPT,TONNES,WOD,2141197
2020,EN_MAT_DOMCMPT,TONNES,WOD,2134671
2021,EN_MAT_DOMCMPT,TONNES,WOD,1891504
