Year,SERIES,UNIT_MEASURE,AGE,SEX,Value
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,F,0.00
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.00
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.00
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.01
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.02
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T24,M,0.02
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.00
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.00
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,_T,0.01
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,F,0.00
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.01
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,Y15T49,M,0.02
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.00
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,_T,0.01
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,F,0.00
2000,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.00
2001,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.00
2002,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.00
2003,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2004,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2005,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2006,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2007,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2008,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2009,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2010,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2011,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2012,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2013,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2014,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2015,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2016,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2017,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
2018,SH_HIV_INCD,PER_1000_UNINFECTED_POP,_T,M,0.01
