Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Spremnost,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,20.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,57.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,0.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,20.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,43.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,49.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,26.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,0.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji,76.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji,67.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,100.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,100.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,7.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,38.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,
2010,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,0.0
2011,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,
2014,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,
2015,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,69.0
2016,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,
2017,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zakonodavstvo i financiranje,60.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zakonodavstvo i financiranje,60.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Koordinacija Međunarodnih zdravstvenih propisa (IHR) i nacionalne funkcije kontakt osoba za IHR,30.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Koordinacija Međunarodnih zdravstvenih propisa (IHR) i nacionalne funkcije kontakt osoba za IHR,40.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji i sučelje čovjeka i životinje,20.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotski događaji i sučelje čovjeka i životinje,20.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,80.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane,80.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,33.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija,47.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Nadzor,20.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Nadzor,30.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,20.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi,20.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Nacionalni okvir za hitnu medicinsku pomoć,27.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Nacionalni okvir za hitnu medicinsku pomoć,27.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Pružanje zdravstvene usluge,33.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Pružanje zdravstvene usluge,33.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,20.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku,20.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,0.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Točke ulaska,0.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,20.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji,40.0
2018,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,60.0
2019,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Izvanredne situacije u vezi sa zračenjem,40.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,"Politika, pravni i normativni instrumenti za provedbu IHR-a (2021)",30.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,"Politika, pravni i normativni instrumenti za provedbu IHR-a (2021)",30.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,"Politika, pravni i normativni instrumenti za provedbu IHR-a (2021)",30.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,"Koordinacija IHR-a, funkcije nacionalne kontaktne točke IHR-a i zastupanje (2021)",47.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,"Koordinacija IHR-a, funkcije nacionalne kontaktne točke IHR-a i zastupanje (2021)",40.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,"Koordinacija IHR-a, funkcije nacionalne kontaktne točke IHR-a i zastupanje (2021)",33.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Financiranje (2021),70.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Financiranje (2021),50.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Financiranje (2021),50.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija (2021),44.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija (2021),44.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Laboratorija (2021),48.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Nadzor (2021),40.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Nadzor (2021),40.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Nadzor (2021),40.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi (2021),20.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi (2021),20.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ljudski resursi (2021),20.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Upravljanje hitnim zdravstvenim slučajevima (2021),60.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Upravljanje hitnim zdravstvenim slučajevima (2021),60.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Upravljanje hitnim zdravstvenim slučajevima (2021),60.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Pružanje zdravstvenih usluga (2021),53.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Pružanje zdravstvenih usluga (2021),53.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Pružanje zdravstvenih usluga (2021),20.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Prevencija i kontrola infekcija (IPC) (2021),27.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Prevencija i kontrola infekcija (IPC) (2021),27.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Prevencija i kontrola infekcija (IPC) (2021),27.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku i angažman zajednice (RCCE) (2021),33.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku i angažman zajednice (RCCE) (2021),33.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Komunikacija o riziku i angažman zajednice (RCCE) (2021),33.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ulazne točke (PoE) i zdravlje granica (2021),7.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ulazne točke (PoE) i zdravlje granica (2021),7.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Ulazne točke (PoE) i zdravlje granica (2021),7.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotske bolesti (2021),20.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Zoonotske bolesti (2021),20.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane (2021),40.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane (2021),40.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Sigurnost hrane (2021),40.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji (2021),40.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji (2021),40.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Kemijski događaji (2021),40.0
2021,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Hitni slučajevi radijacije (2021),40.0
2022,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Hitni slučajevi radijacije (2021),40.0
2023,Kapaciteti za Međunarodne zdravstvene propise (IHR) i pripravnost za hitne medicinske usluge,Postotak,Hitni slučajevi radijacije (2021),40.0
