Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2019,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Bez podjele,7.73552
2020,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Bez podjele,8.41333
2021,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Bez podjele,7.97562
2022,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Bez podjele,7.36344
2023,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Bez podjele,8.2713
2024,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Bez podjele,8.3286
2005,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Oružje,14.28337
2019,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Oružje,9.8403
2020,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Oružje,11.63443
2021,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Oružje,11.76048
2022,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Oružje,14.20227
2023,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Oružje,11.289
2024,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Oružje,11.289
2005,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2010,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2015,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2016,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2017,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2018,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2019,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2020,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2021,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2022,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2023,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2024,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Odjeća,15.0
2005,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,6.0594
2010,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,5.6095
2015,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,5.9615
2016,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,5.7965
2017,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,6.0263
2018,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,6.027
2019,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,5.641
2020,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,6.3567
2021,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,5.8073
2022,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,5.41236
2023,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,6.07317
2024,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,6.15136
2005,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2010,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2015,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2016,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2017,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2018,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2019,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2020,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2021,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2022,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2023,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2024,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2005,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,10.1987
2010,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.5043
2015,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.2258
2016,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.217
2017,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.2486
2018,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.2486
2019,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.5292
2020,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.5745
2021,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.6882
2022,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.66087
2023,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.64818
2024,"Svjetski ponderirani carinski prosjek, status najpovlaštenije države, prema vrsti proizvoda (%)",Postotak,Tekstil,9.80208
2005,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,6.0797
2010,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,3.4821
2015,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.1827
2016,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.1422
2017,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.3214
2018,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.4105
2019,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.2068
2020,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.1796
2021,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.2691
2022,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.35067
2023,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.24231
2024,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Poljoprivredni proizvodi,2.32643
2005,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,2.3314
2010,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.7838
2015,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.323
2016,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.3079
2017,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.3212
2018,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.3784
2019,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.4047
2020,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.4634
2021,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.7175
2022,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.7729
2023,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.86244
2024,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Bez podjele,1.89703
2005,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Oružje,4.9468
2019,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Oružje,0.6097
2020,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Oružje,1.7941
2021,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Oružje,2.0527
2022,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Oružje,2.6615
2023,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Oružje,2.67578
2024,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Oružje,2.67578
2005,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,6.7385
2010,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,7.945
2015,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,6.9181
2016,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,6.9181
2017,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,7.0286
2018,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,7.0286
2019,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,6.4306
2020,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,5.9718
2021,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,7.0816
2022,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,7.777
2023,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,8.23962
2024,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Odjeća,8.23962
2005,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.4504
2010,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.2943
2015,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,0.9845
2016,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,0.9755
2017,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,0.9357
2018,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,0.9357
2019,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.0344
2020,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.0781
2021,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.3546
2022,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.3967
2023,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.48436
2024,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Industrijski proizvodi,1.50358
2005,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2010,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2015,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2016,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2017,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2018,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2019,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2020,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2021,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2022,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2023,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2024,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Nafta ili ulje,0.0
2005,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,2.4615
2010,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,2.5779
2015,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,1.7332
2016,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,1.7074
2017,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,1.7783
2018,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,1.7783
2019,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,2.0361
2020,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,2.2915
2021,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,2.9717
2022,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,3.1754
2023,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,3.08535
2024,"Svjetski ponderirani carinski prosjek, povlašteni status, prema vrsti proizvoda (%)",Postotak,Tekstil,3.1408
