Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2000,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,155.0
2001,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,141.0
2002,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,133.0
2003,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,126.0
2004,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,120.0
2005,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,114.0
2006,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,107.0
2007,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,103.0
2008,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,101.0
2009,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,99.0
2010,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,96.0
2011,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,89.0
2012,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,84.0
2013,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,82.0
2014,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,79.0
2015,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,78.0
2016,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,78.0
2017,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,77.0
2018,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,78.0
2019,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,76.0
2020,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,72.0
2021,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,67.0
2022,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,62.0
2023,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,58.0
2024,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Žene,60.0
2000,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,205.0
2001,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,186.0
2002,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,174.0
2003,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,166.0
2004,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,159.0
2005,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,149.0
2006,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,141.0
2007,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,135.0
2008,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,130.0
2009,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,128.0
2010,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,124.0
2011,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,115.0
2012,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,109.0
2013,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,105.0
2014,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,101.0
2015,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,99.0
2016,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,98.0
2017,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,98.0
2018,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,98.0
2019,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,96.0
2020,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,91.0
2021,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,84.0
2022,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,79.0
2023,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,74.0
2024,Umrla dojenčad (broj),Broj,Mlađi od 1 godine,Muškarci,74.0
2010,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,6.0
2015,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.9
2016,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.9
2017,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,6.0
2018,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.9
2019,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.9
2020,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.8
2021,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.7
2022,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.5
2023,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.3
2024,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Oba spola ili bez podjele po spolu,5.5
2010,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.4
2015,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.4
2016,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.4
2017,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.4
2018,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.4
2019,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.4
2020,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.3
2021,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.2
2022,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.0
2023,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,4.9
2024,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Žene,5.0
2010,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.5
2015,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.4
2016,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.5
2017,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.5
2018,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.4
2019,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.4
2020,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.3
2021,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.1
2022,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,6.0
2023,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,5.8
2024,Stopa smrtnosti dojenčadi (broj umrlih na 1.000 živorođenih),Na 1 000 živorođenih,Mlađi od 1 godine,Muškarci,5.9
2010,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,254.0
2015,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,204.0
2016,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,202.0
2017,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,201.0
2018,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,200.0
2019,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,196.0
2020,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,186.0
2021,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,173.0
2022,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,160.0
2023,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,151.0
2024,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Oba spola ili bez podjele po spolu,172.0
2010,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,110.0
2015,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,89.0
2016,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,89.0
2017,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,88.0
2018,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,88.0
2019,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,86.0
2020,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,81.0
2021,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,76.0
2022,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,70.0
2023,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,66.0
2024,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Žene,77.0
2010,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,144.0
2015,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,115.0
2016,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,113.0
2017,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,113.0
2018,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,112.0
2019,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,110.0
2020,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,105.0
2021,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,97.0
2022,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,90.0
2023,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,85.0
2024,Smrtnost ispod pet godina (broj),Broj,Ispod 5 godina,Muškarci,95.0
2010,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.8
2015,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.7
2016,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.8
2017,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.8
2018,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.8
2019,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.7
2020,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.6
2021,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.4
2022,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.2
2023,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.0
2024,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Oba spola ili bez podjele po spolu,6.9
2010,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.1
2015,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.1
2016,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.1
2017,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.2
2018,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.1
2019,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.1
2020,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.0
2021,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,5.8
2022,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,5.7
2023,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,5.5
2024,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Žene,6.4
2010,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.5
2015,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.3
2016,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.4
2017,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.4
2018,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.4
2019,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.3
2020,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.1
2021,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.0
2022,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,6.8
2023,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,6.5
2024,"Stopa smrtnosti djece mlađe od pet godina, po spolu (broj umrlih na 1.000 živorođenih)",Na 1 000 živorođenih,Ispod 5 godina,Muškarci,7.4
