Year,SERIES,UNIT_MEASURE,Spol,Zanimanje,Value
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,5.9
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,5.8
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,6.1
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,6.2
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,6.4
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,5.9
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,6.1
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,6.2
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Profesionalci,8.6
2010,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.3
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.3
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.4
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.6
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.6
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.6
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.5
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.7
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,4.8
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Tehničari i pridruženi profesionalci,5.0
2010,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,3.6
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.2
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.1
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.1
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.3
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.2
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.3
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.3
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.5
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Službenici hitne pomoći,4.8
2010,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.0
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.1
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,2.9
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.0
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.2
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.1
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.4
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.3
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.4
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Uslužni i prodajni radnici,3.7
2010,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.2
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.1
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.2
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.2
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.6
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.0
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",4.1
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.2
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.4
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",4.6
2010,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.6
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.4
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.5
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.5
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.8
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.6
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.8
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,3.9
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,4.1
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Zanatski i srodni radnici,4.3
2010,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.6
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.5
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.6
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.6
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.6
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.8
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.6
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",4.0
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",3.9
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,"Operateri postrojenja i strojeva, te monteri",4.3
2010,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.0
2011,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.0
2012,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.1
2013,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,2.9
2014,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.1
2015,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.0
2016,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.3
2017,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.2
2018,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.2
2019,SL_EMP_AEARN,CUR_NAC,Oba spola ili bez podjele po spolu,Osnovna zanimanja,3.6
2010,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.8
2011,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.7
2012,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.8
2013,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.8
2014,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.9
2015,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.9
2016,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.9
2017,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,3.9
2018,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,4.1
2019,SL_EMP_AEARN,CUR_NAC,Žene,Sva zanimanja,4.2
2010,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,4.7
2011,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,5.9
2012,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,6.9
2013,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,6.6
2014,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,7.2
2015,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,6.9
2016,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,6.9
2017,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,5.1
2018,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,6.2
2019,SL_EMP_AEARN,CUR_NAC,Žene,Menadžeri,7.8
2010,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,6.0
2011,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,5.7
2012,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,5.7
2013,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,5.7
2014,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,6.0
2015,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,6.2
2016,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,5.5
2017,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,5.8
2018,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,5.9
2019,SL_EMP_AEARN,CUR_NAC,Žene,Profesionalci,6.2
2010,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.1
2011,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.0
2012,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.2
2013,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.2
2014,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.3
2015,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.3
2016,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.3
2017,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.6
2018,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.7
2019,SL_EMP_AEARN,CUR_NAC,Žene,Tehničari i pridruženi profesionalci,4.7
2010,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,3.6
2011,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.1
2012,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.1
2013,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.1
2014,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.1
2015,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.1
2016,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.2
2017,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.2
2018,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.5
2019,SL_EMP_AEARN,CUR_NAC,Žene,Službenici hitne pomoći,4.5
2010,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,2.6
2011,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,2.6
2012,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,2.5
2013,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,2.7
2014,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,2.7
2015,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,2.7
2016,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.0
2017,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,2.9
2018,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.0
2019,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.1
2011,SL_EMP_AEARN,CUR_NAC,Žene,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",2.3
2012,SL_EMP_AEARN,CUR_NAC,Žene,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",2.7
2018,SL_EMP_AEARN,CUR_NAC,Žene,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.3
2019,SL_EMP_AEARN,CUR_NAC,Žene,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.4
2010,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.3
2011,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.3
2012,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.4
2013,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.4
2014,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.4
2015,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.3
2016,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.9
2017,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,2.5
2018,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,3.0
2019,SL_EMP_AEARN,CUR_NAC,Žene,Zanatski i srodni radnici,3.2
2010,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.4
2011,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.8
2012,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.4
2013,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.1
2014,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.3
2015,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.9
2016,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",3.2
2017,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.8
2018,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",2.9
2019,SL_EMP_AEARN,CUR_NAC,Žene,"Operateri postrojenja i strojeva, te monteri",3.4
2010,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,2.8
2011,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,2.6
2012,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,2.9
2013,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,2.7
2014,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,2.8
2015,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,2.8
2016,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,2.9
2017,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,3.3
2018,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,3.0
2019,SL_EMP_AEARN,CUR_NAC,Žene,Osnovna zanimanja,3.3
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.0
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.1
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.0
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.1
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.3
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.2
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.3
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.4
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.4
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Sva zanimanja,4.8
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,5.0
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,5.1
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,4.7
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,4.7
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,5.4
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,4.6
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,5.4
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,5.0
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,5.7
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Zanimanja oružanih snaga,5.3
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,6.9
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,7.1
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,6.8
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,7.8
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,7.3
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,7.7
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,7.7
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,6.8
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,6.9
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Menadžeri,8.9
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.5
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.2
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,5.9
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.6
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.6
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.7
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.5
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.4
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,6.5
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Profesionalci,7.1
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.4
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.5
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.6
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.8
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.9
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.8
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.6
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,4.8
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,5.0
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Tehničari i pridruženi profesionalci,5.3
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,3.7
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,3.4
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,4.1
2013,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,4.2
2014,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,4.5
2015,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,4.2
2016,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,4.6
2017,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,4.4
2018,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,4.7
2019,SL_EMP_AEARN,CUR_NAC,Muškarci,Službenici hitne pomoći,5.1
2010,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.3
2011,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.5
2012,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.2
2013,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.4
2014,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.6
2015,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.5
2016,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.7
2017,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.7
2018,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,3.8
2019,SL_EMP_AEARN,CUR_NAC,Žene,Uslužni i prodajni radnici,4.2
2010,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.3
2011,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.3
2012,SL_EMP_AEARN,CUR_NAC,Muškarci,"KV kvalificirani radnici u poljoprivredi, šumarstvu i ribarstvu",3.4
