Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2015,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 24 godine,Muškarci,
2016,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 24 godine,Muškarci,
2017,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 24 godine,Muškarci,
2018,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 24 godine,Muškarci,
2000,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2001,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2002,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2003,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2004,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2005,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2006,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2007,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2008,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2009,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2010,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2011,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2012,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2013,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2014,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2015,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2016,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2017,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2018,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Oba spola ili bez podjele po spolu,
2000,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2001,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2002,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2003,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2004,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2005,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2006,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2007,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2008,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2009,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2010,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2011,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2012,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2013,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2014,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2015,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2016,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2017,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2018,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Žene,
2000,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2001,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2002,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2003,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2004,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2005,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2006,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2007,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2008,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2009,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2010,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2011,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2012,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2013,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2014,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2015,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2016,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2017,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2018,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,15 do 49 godina,Muškarci,
2000,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2001,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2002,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2003,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2004,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2005,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2006,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2007,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2008,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2009,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2010,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2011,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2012,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2013,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2014,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2015,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2016,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2017,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2018,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Oba spola ili bez podjele po spolu,
2000,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2001,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2002,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2003,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2004,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2005,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2006,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2007,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2008,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2009,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2010,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2011,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2012,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2013,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2014,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2015,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2016,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2017,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2018,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Žene,
2000,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2001,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2002,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2003,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2004,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2005,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2006,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2007,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2008,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2009,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2010,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2011,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2012,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2013,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2014,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2015,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2016,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2017,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
2018,Broj novih HIV infekcija na 1 000 neinficiranih stanovnika,PER_1000_UNINFECTED_POP,Svi dobni rasponi ili nema podjele po godinama,Muškarci,
