Year,SERIES,UNIT_MEASURE,PRODUCT,Value
2015,EN_MAT_DOMCMPC,TONNES,NMM,2.714
2016,EN_MAT_DOMCMPC,TONNES,NMM,3.286
2017,EN_MAT_DOMCMPC,TONNES,NMM,2.754
2018,EN_MAT_DOMCMPC,TONNES,NMM,2.742
2019,EN_MAT_DOMCMPC,TONNES,NMM,2.941
2020,EN_MAT_DOMCMPC,TONNES,NMM,3.217
2021,EN_MAT_DOMCMPC,TONNES,NMM,3.42
2022,EN_MAT_DOMCMPC,TONNES,NMM,3.378
2023,EN_MAT_DOMCMPC,TONNES,NMM,3.143
2015,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.004
2016,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.003
2017,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.001
2018,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.008
2019,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.01
2020,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.01
2021,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.011
2022,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.014
2023,EN_MAT_DOMCMPC,TONNES,WST_TREATD,0.014
2015,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.103
2016,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.16
2017,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.18
2018,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.188
2019,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.19
2020,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.163
2021,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.184
2022,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.25
2023,EN_MAT_DOMCMPC,TONNES,MIX_CMPLX,-0.227
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.86324
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,2.00767
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.79089
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.82619
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.7883
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.84906
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.65981
2022,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.556
2023,EN_MAT_DOMCMPG,KG_PER_CON_USD,ALP,1.40816
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.4267
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.48149
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.39055
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.45929
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.44831
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.47362
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.36629
2022,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.34527
2023,EN_MAT_DOMCMPG,KG_PER_CON_USD,BIM,0.31863
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.77444
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.83416
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.83564
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.82493
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.75798
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.76869
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.69684
2022,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.65817
2023,EN_MAT_DOMCMPG,KG_PER_CON_USD,FOF,0.58957
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.16023
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.13388
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.12389
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.11845
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.13636
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.10104
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.09982
2022,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.10196
2023,EN_MAT_DOMCMPG,KG_PER_CON_USD,MEO,0.0991
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.52086
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.58621
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.47137
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.45333
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.47468
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.53088
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.52319
2022,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.48447
2023,EN_MAT_DOMCMPG,KG_PER_CON_USD,NMM,0.43007
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00082
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00047
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00017
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00127
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00157
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00168
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00174
2022,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.00201
2023,EN_MAT_DOMCMPG,KG_PER_CON_USD,WST_TREATD,0.0019
2015,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.01981
2016,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.02853
2017,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.03072
2018,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.03108
2019,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.0306
2020,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.02684
2021,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.02807
2022,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.03589
2023,EN_MAT_DOMCMPG,KG_PER_CON_USD,MIX_CMPLX,-0.03111
2015,EN_MAT_DOMCMPT,TONNES,ALP,35633283.0
2016,EN_MAT_DOMCMPT,TONNES,ALP,39536554.0
2017,EN_MAT_DOMCMPT,TONNES,ALP,36678666.0
2018,EN_MAT_DOMCMPT,TONNES,ALP,38613344.0
2019,EN_MAT_DOMCMPT,TONNES,ALP,38693919.0
2020,EN_MAT_DOMCMPT,TONNES,ALP,39023205.0
2021,EN_MAT_DOMCMPT,TONNES,ALP,37610072.0
2022,EN_MAT_DOMCMPT,TONNES,ALP,37457935.0
2023,EN_MAT_DOMCMPT,TONNES,ALP,35293150.0
2015,EN_MAT_DOMCMPT,TONNES,BIM,8160428.0
2016,EN_MAT_DOMCMPT,TONNES,BIM,9481773.0
2017,EN_MAT_DOMCMPT,TONNES,BIM,7998667.0
2018,EN_MAT_DOMCMPT,TONNES,BIM,9711347.0
2019,EN_MAT_DOMCMPT,TONNES,BIM,9700286.0
2020,EN_MAT_DOMCMPT,TONNES,BIM,9995426.0
2021,EN_MAT_DOMCMPT,TONNES,BIM,8299906.0
2022,EN_MAT_DOMCMPT,TONNES,BIM,8311664.0
2023,EN_MAT_DOMCMPT,TONNES,BIM,7985937.0
2015,EN_MAT_DOMCMPT,TONNES,FOF,14810639.0
2016,EN_MAT_DOMCMPT,TONNES,FOF,16426875.0
2017,EN_MAT_DOMCMPT,TONNES,FOF,17114446.0
2018,EN_MAT_DOMCMPT,TONNES,FOF,17442547.0
2019,EN_MAT_DOMCMPT,TONNES,FOF,16400470.0
2020,EN_MAT_DOMCMPT,TONNES,FOF,16222610.0
2021,EN_MAT_DOMCMPT,TONNES,FOF,15789864.0
2022,EN_MAT_DOMCMPT,TONNES,FOF,15844402.0
2023,EN_MAT_DOMCMPT,TONNES,FOF,14776646.0
2015,EN_MAT_DOMCMPT,TONNES,MEO,3064341.0
2016,EN_MAT_DOMCMPT,TONNES,MEO,2636392.0
2017,EN_MAT_DOMCMPT,TONNES,MEO,2537296.0
2018,EN_MAT_DOMCMPT,TONNES,MEO,2504448.0
2019,EN_MAT_DOMCMPT,TONNES,MEO,2950555.0
2020,EN_MAT_DOMCMPT,TONNES,MEO,2132375.0
2021,EN_MAT_DOMCMPT,TONNES,MEO,2261955.0
2022,EN_MAT_DOMCMPT,TONNES,MEO,2454569.0
2023,EN_MAT_DOMCMPT,TONNES,MEO,2483816.0
2015,EN_MAT_DOMCMPT,TONNES,NMM,9961015.0
2016,EN_MAT_DOMCMPT,TONNES,NMM,11544016.0
2017,EN_MAT_DOMCMPT,TONNES,NMM,9653949.0
2018,EN_MAT_DOMCMPT,TONNES,NMM,9585274.0
2019,EN_MAT_DOMCMPT,TONNES,NMM,10270696.0
2020,EN_MAT_DOMCMPT,TONNES,NMM,11203837.0
2021,EN_MAT_DOMCMPT,TONNES,NMM,11855036.0
2022,EN_MAT_DOMCMPT,TONNES,NMM,11662839.0
2023,EN_MAT_DOMCMPT,TONNES,NMM,10778995.0
2015,EN_MAT_DOMCMPT,TONNES,WST_TREATD,15740.0
2016,EN_MAT_DOMCMPT,TONNES,WST_TREATD,9336.0
2017,EN_MAT_DOMCMPT,TONNES,WST_TREATD,3472.0
2018,EN_MAT_DOMCMPT,TONNES,WST_TREATD,26933.0
2019,EN_MAT_DOMCMPT,TONNES,WST_TREATD,34009.0
2020,EN_MAT_DOMCMPT,TONNES,WST_TREATD,35371.0
2021,EN_MAT_DOMCMPT,TONNES,WST_TREATD,39470.0
2022,EN_MAT_DOMCMPT,TONNES,WST_TREATD,48372.0
2023,EN_MAT_DOMCMPT,TONNES,WST_TREATD,
2015,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-378880.0
2016,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-561838.0
2017,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-629164.0
2018,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-657205.0
2019,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-662097.0
2020,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-566414.0
2021,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-636159.0
2022,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-863911.0
2023,EN_MAT_DOMCMPT,TONNES,MIX_CMPLX,-779748.0
